,Institution,Country,Latitude,Longitude,Affiliation,Count,geometry
871,Kuaishou Inc.,China,35.86166,104.195397,Kuaishou Inc.,1.0,POINT (104.195397 35.86166)
872,Washington State University,United States,46.7295265,-117.1803059,Washington State University,5.0,POINT (-117.1803059 46.7295265)
873,BMW Group,Germany,51.165691,10.451526,BMW Group,1.0,POINT (10.451526 51.165691)
874,Washington University in Saint Louis,United States,38.6487895,-90.3107962,Washington University in Saint Louis,2.0,POINT (-90.3107962 38.6487895)
875,University of Vienna,Austria,48.21318549999999,16.3600504,University of Vienna,5.0,POINT (16.3600504 48.21318549999999)
876,University of Verona,Italy,45.4365011,11.0032198,University of Verona,2.0,POINT (11.0032198 45.4365011)
877,TU Wien,Austria,48.1986546,16.3684626,TU Wien,5.0,POINT (16.3684626 48.1986546)
878,"CIIRC, Czech Technical University, Czech Technical University of Prague",Czech,50.1027447,14.3947004,"CIIRC, Czech Technical University, Czech Technical University of Prague",4.0,POINT (14.3947004 50.1027447)
879,Ukrainian Catholic University,Ukraine,49.82299399999999,24.037498,Ukrainian Catholic University,2.0,POINT (24.037498 49.82299399999999)
880,"School of Software, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439,"School of Software, Tsinghua University, Tsinghua University",3.0,POINT (116.3264439 39.9996674)
881,Open University of Cyprus,Cyprus,35.1130681,33.3774119,Open University of Cyprus,1.0,POINT (33.3774119 35.1130681)
882,Sensetime Research,China,35.86166,104.195397,Sensetime Research,5.0,POINT (104.195397 35.86166)
883,Wellcome Sanger Institute,United Kingdom,52.0785372,0.1863279,Wellcome Sanger Institute,1.0,POINT (0.1863279 52.0785372)
884,Johns Hopkins University Applied Physics Laboratory,United States,39.1629332,-76.8994536,,1.0,POINT (-76.8994536 39.1629332)
885,NAVER CLOUD,South Korea,35.907757,127.766922,NAVER CLOUD,7.0,POINT (127.766922 35.907757)
886,"Disney Research, Disney",USA,28.3771857,-81.57074,"Disney Research, Disney",3.0,POINT (-81.57074 28.3771857)
887,Yandex,Russia,61.52401,105.318756,Yandex,12.0,POINT (105.318756 61.52401)
888,Humboldt Universität Berlin,Germany,52.517883,13.3936551,Humboldt Universität Berlin,4.0,POINT (13.3936551 52.517883)
889,"Massachusetts General Hospital, Harvard University",United States,42.3744368,-71.1182488,"Massachusetts General Hospital, Harvard University",6.0,POINT (-71.1182488 42.3744368)
890,"School of Engineering and Applied Sciences, Harvard University",United States,42.3633027,-71.12604209999999,"School of Engineering and Applied Sciences, Harvard University",24.0,POINT (-71.12604209999999 42.3633027)
891,ByteDance inc.,China,35.86166,104.195397,ByteDance inc.,2.0,POINT (104.195397 35.86166)
892,Harvey Mudd College,United States,34.1060906,-117.7086431,Harvey Mudd College,1.0,POINT (-117.7086431 34.1060906)
893,University of Louisiana at Lafeyette,United States,30.211991,-92.019914,University of Louisiana at Lafeyette,2.0,POINT (-92.019914 30.211991)
894,National Cheng Kung University,Taiwan,22.998955,120.2171461,,1.0,POINT (120.2171461 22.998955)
895,Oracle,USA,37.09024,-95.712891,Oracle,2.0,POINT (-95.712891 37.09024)
896,The University of Texas at Austin,United States,30.2894713,-97.7367917,The University of Texas at Austin,19.0,POINT (-97.7367917 30.2894713)
897,Télécom Paris,France,48.71324629999999,2.2002358,Télécom Paris,5.0,POINT (2.2002358 48.71324629999999)
898,University of Manchester,United Kingdom,53.4668498,-2.2338837,University of Manchester,30.0,POINT (-2.2338837 53.4668498)
899,ByteDance AI Lab,China,35.86166,104.195397,ByteDance AI Lab,4.0,POINT (104.195397 35.86166)
900,Utdallas,USA,32.9856977,-96.7502473,Utdallas,1.0,POINT (-96.7502473 32.9856977)
901,China Academy of Art,China,30.243379,120.160433,China Academy of Art,1.0,POINT (120.160433 30.243379)
902,University of St Andrews,Scotland,56.3397753,-2.7967214,University of St Andrews,1.0,POINT (-2.7967214 56.3397753)
903,"Chinese University of Hong Kong, The Chinese University of Hong Kong",Hong Kong,22.419625,114.2067606,"Chinese University of Hong Kong, The Chinese University of Hong Kong",4.0,POINT (114.2067606 22.419625)
904,Mila,Russia,61.52401,105.318756,Mila,16.0,POINT (105.318756 61.52401)
905,"national university of singaore, National University of Singapore",Singapore,1.352083,103.819836,"national university of singaore, National University of Singapore",72.0,POINT (103.819836 1.352083)
906,UCLA,United States,34.0699182,-118.4438495,UCLA,7.0,POINT (-118.4438495 34.0699182)
907,University Health Network,Canada,43.658383,-79.3871905,University Health Network,1.0,POINT (-79.3871905 43.658383)
908,"School of Computer Science, Peking University",China,39.990375,116.313049,"School of Computer Science, Peking University",2.0,POINT (116.313049 39.990375)
909,TU Dresden,Germany,51.0285861,13.7313505,TU Dresden,2.0,POINT (13.7313505 51.0285861)
910,Owkin,France,48.8712068,2.3463813,,1.0,POINT (2.3463813 48.8712068)
911,Fraunhofer IIS,Germany,49.5474401,11.0199147,Fraunhofer IIS,2.0,POINT (11.0199147 49.5474401)
912,Roche Diagnostics GmbH,Germany,49.52927889999999,8.4690026,Roche Diagnostics GmbH,2.0,POINT (8.4690026 49.52927889999999)
913,Tencent,China,35.86166,104.195397,Tencent,75.0,POINT (104.195397 35.86166)
914,"Manning College of Information and Computer Sciences, University of Massachusetts Amherst",United States,42.39508,-72.531313,"Manning College of Information and Computer Sciences, University of Massachusetts Amherst",2.0,POINT (-72.531313 42.39508)
915,Temple University,United States,39.9811911,-75.1553563,Temple University,13.0,POINT (-75.1553563 39.9811911)
916,Ecole Polytechnique,France,48.7142971,2.2112917,Ecole Polytechnique,5.0,POINT (2.2112917 48.7142971)
917,"Center for Integrative Neuroscience, University of Tübingen",Germany,48.5317049,9.0415485,"Center for Integrative Neuroscience, University of Tübingen",1.0,POINT (9.0415485 48.5317049)
918,Pontificia Universidad Catolica de Chile,Chile,-33.4422709,-70.64054639999999,Pontificia Universidad Catolica de Chile,13.0,POINT (-70.64054639999999 -33.4422709)
919,McMaster University,Canada,43.2613506,-79.9197003,McMaster University,7.0,POINT (-79.9197003 43.2613506)
920,Queen's University Belfast,Northern Ireland,54.5844087,-5.9340494,Queen's University Belfast,2.0,POINT (-5.9340494 54.5844087)
921,Institute of Automation of，Chinese Academy of Sciences,China,39.9106327,116.3356321,Institute of Automation of，Chinese Academy of Sciences,2.0,POINT (116.3356321 39.9106327)
922,ByteDance Ltd,China,35.86166,104.195397,ByteDance Ltd,1.0,POINT (104.195397 35.86166)
923,KRAFTON Inc,South Korea,35.907757,127.766922,KRAFTON Inc,1.0,POINT (127.766922 35.907757)
924,LG Display,South Korea,35.907757,127.766922,LG Display,6.0,POINT (127.766922 35.907757)
925,Ecole polytechnique,France,48.7142971,2.2112917,Ecole polytechnique,14.0,POINT (2.2112917 48.7142971)
926,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",Hong Kong,22.3374847,114.2633989,"Department of Computer Science and Engineering, Hong Kong University of Science and Technology",27.0,POINT (114.2633989 22.3374847)
927,TCS Research & Innovation,India,20.593684,78.96288,TCS Research & Innovation,1.0,POINT (78.96288 20.593684)
928,"Department of Computer Science, University of Chicago",United States,41.8708057,-87.65048279999999,"Department of Computer Science, University of Chicago",1.0,POINT (-87.65048279999999 41.8708057)
929,Xidian University,China,35.86166,104.195397,Xidian University,72.0,POINT (104.195397 35.86166)
930,Altos Labs,USA,37.09024,-95.712891,Altos Labs,1.0,POINT (-95.712891 37.09024)
931,University of Venice,Italy,45.4345385,12.3263858,University of Venice,4.0,POINT (12.3263858 45.4345385)
932,Chinese Academy of Sciences,China,39.9106327,116.3356321,Chinese Academy of Sciences,14.0,POINT (116.3356321 39.9106327)
933,Orcam,South Africa,-30.559482,22.937506,Orcam,2.0,POINT (22.937506 -30.559482)
934,Isfahan University of Technology,Iran,32.7177328,51.5258782,Isfahan University of Technology,2.0,POINT (51.5258782 32.7177328)
935,Raffle.ai,,55.6847132,12.5953425,,1.0,POINT (12.5953425 55.6847132)
936,"University of California, San Diego",United States,32.881168,-117.2343605,"University of California, San Diego",240.0,POINT (-117.2343605 32.881168)
937,"Electronic Engineering, Tsinghua University, Tsinghua University",China,39.9996674,116.3264439,"Electronic Engineering, Tsinghua University, Tsinghua University",8.0,POINT (116.3264439 39.9996674)
938,IRD,France,48.914181,2.4854087,IRD,1.0,POINT (2.4854087 48.914181)
939,Zhejiang University & Westlake University,China,30.30868439999999,120.0864995,Zhejiang University & Westlake University,11.0,POINT (120.0864995 30.30868439999999)
940,Zhihu,China,35.86166,104.195397,Zhihu,2.0,POINT (104.195397 35.86166)
941,Sony Computer Science Laboratories Inc (Tokyo),Japan,35.6260339,139.730269,Sony Computer Science Laboratories Inc (Tokyo),1.0,POINT (139.730269 35.6260339)
942,University of South Carolina,United States,33.9937575,-81.0299186,University of South Carolina,2.0,POINT (-81.0299186 33.9937575)
943,"Bar Ilan University, Technion",Israel,32.7767783,35.0231271,"Bar Ilan University, Technion",1.0,POINT (35.0231271 32.7767783)
944,Research Network Data Science - University of Vienna,Austria,48.21318549999999,16.3600504,Research Network Data Science - University of Vienna,1.0,POINT (16.3600504 48.21318549999999)
945,Mila - Quebec AI Institute,Canada,45.5307147,-73.6135931,Mila - Quebec AI Institute,9.0,POINT (-73.6135931 45.5307147)
946,National Institutes of Health,United States,37.09024,-95.712891,National Institutes of Health,2.0,POINT (-95.712891 37.09024)
947,University of Southern Queensland,Australia,-27.6045414,151.9302108,University of Southern Queensland,1.0,POINT (151.9302108 -27.6045414)
948,University of Georgia,United States,33.9566656,-83.375192,University of Georgia,22.0,POINT (-83.375192 33.9566656)
949,University of Maryland College Park,United States,38.9869183,-76.9425543,,1.0,POINT (-76.9425543 38.9869183)
950,"Sharif University of Technology, Sharif University of Technology",Iran,35.7036491,51.3517033,"Sharif University of Technology, Sharif University of Technology",4.0,POINT (51.3517033 35.7036491)
951,TomTom,Netherlands,52.132633,5.291265999999999,,1.0,POINT (5.291265999999999 52.132633)
952,The First Affiliated Hospital of University of Science and Technology of China,China,35.86166,104.195397,The First Affiliated Hospital of University of Science and Technology of China,1.0,POINT (104.195397 35.86166)
953,Bloomberg AI,United States,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
954,University Paris-Saclay,France,48.7098718,2.1666978,University Paris-Saclay,2.0,POINT (2.1666978 48.7098718)
955,"University at Albany, State University of New York",United States,42.6850273,-73.8247903,"University at Albany, State University of New York",1.0,POINT (-73.8247903 42.6850273)
956,"Great Bay University, China",China,35.86166,104.195397,"Great Bay University, China",1.0,POINT (104.195397 35.86166)
957,"Acoustics Research Institute, Austrian Academy of Sciences",Austria,48.20889769999999,16.3770558,,1.0,POINT (16.3770558 48.20889769999999)
958,Leidos Inc,United States,37.09024,-95.712891,Leidos Inc,1.0,POINT (-95.712891 37.09024)
959,Centre de coopération internationale en recherche agronomique pour le développement,France,46.227638,2.213749,Centre de coopération internationale en recherche agronomique pour le développement,1.0,POINT (2.213749 46.227638)
960,"AI Business, Alibaba Group",China,35.86166,104.195397,"AI Business, Alibaba Group",3.0,POINT (104.195397 35.86166)
961,"School of mathematical Science, Peking University, Peking University",China,39.904211,116.407395,"School of mathematical Science, Peking University, Peking University",3.0,POINT (116.407395 39.904211)
962,Bayerische Julius-Maximilians-Universität Würzburg,Germany,49.7881814,9.93526,Bayerische Julius-Maximilians-Universität Würzburg,13.0,POINT (9.93526 49.7881814)
963,University of Tokyo,Japan,35.7138151,139.7627372,University of Tokyo,4.0,POINT (139.7627372 35.7138151)
964,TSE,Japan,36.204824,138.252924,TSE,1.0,POINT (138.252924 36.204824)
965,"Birla Institute of Technology and Science, Pilani",India,28.3591259,75.58816379999999,"Birla Institute of Technology and Science, Pilani",2.0,POINT (75.58816379999999 28.3591259)
966,Macquarie University,Australia,-33.77382370000001,151.1126498,Macquarie University,8.0,POINT (151.1126498 -33.77382370000001)
967,Huawei Technologies Ltd.,China,35.86166,104.195397,Huawei Technologies Ltd.,217.0,POINT (104.195397 35.86166)
968,"Rutgers University, New Brunswick",United States,40.5008405,-74.44741739999999,"Rutgers University, New Brunswick",7.0,POINT (-74.44741739999999 40.5008405)
969,"Electrical Engineering & Computer Science Department, University of California, Berkeley",United States,37.87015100000001,-122.2594606,"Electrical Engineering & Computer Science Department, University of California, Berkeley",10.0,POINT (-122.2594606 37.87015100000001)
970,Albert Einstein College of Medicine,United States,40.8504961,-73.8459022,Albert Einstein College of Medicine,1.0,POINT (-73.8459022 40.8504961)
971,kaist,South Korea,36.3721427,127.36039,kaist,2.0,POINT (127.36039 36.3721427)
972,Duke University,United States,36.0014258,-78.9382286,Duke University,81.0,POINT (-78.9382286 36.0014258)
973,Shanghai jiaotong University,China,31.0252201,121.4337784,Shanghai jiaotong University,2.0,POINT (121.4337784 31.0252201)
974,Sorbonne Université,France,48.8468998,2.3554958,Sorbonne Université,6.0,POINT (2.3554958 48.8468998)
975,Shanghai AI Laboratory,China,31.230416,121.473701,Shanghai AI Laboratory,77.0,POINT (121.473701 31.230416)
976,Picsart,Armenia,40.069099,45.038189,Picsart,3.0,POINT (45.038189 40.069099)
977,Politecnico di Torino,Italy,45.0632841,7.660124700000001,Politecnico di Torino,5.0,POINT (7.660124700000001 45.0632841)
978,Carnegie Mellon University,United States,40.4432027,-79.9428499,Carnegie Mellon University,522.0,POINT (-79.9428499 40.4432027)
979,eBay Inc.,United States,37.09024,-95.712891,eBay Inc.,4.0,POINT (-95.712891 37.09024)
980,"Sorbonne Université, LPSM",France,48.8468998,2.3554958,"Sorbonne Université, LPSM",1.0,POINT (2.3554958 48.8468998)
981,Chung-Ang University,South Korea,37.5045563,126.9569379,Chung-Ang University,4.0,POINT (126.9569379 37.5045563)
982,"Dexcom, Inc.",United States,37.09024,-95.712891,"Dexcom, Inc.",2.0,POINT (-95.712891 37.09024)
983,University of Peloponnese,Greece,37.5272455,22.3718141,,1.0,POINT (22.3718141 37.5272455)
984,Microsoft Research AI,USA,37.09024,-95.712891,,1.0,POINT (-95.712891 37.09024)
985,"School of EECS, Peking University",China,39.990709,116.31476,,1.0,POINT (116.31476 39.990709)
986,"Hebrew University of Jerusalem, Technion",Israel,31.768319,35.21371,"Hebrew University of Jerusalem, Technion",2.0,POINT (35.21371 31.768319)
987,Shenzhen Insitute of Information Technology,China,22.5428599,114.05956,Shenzhen Insitute of Information Technology,1.0,POINT (114.05956 22.5428599)
988,"Mila, Université de Montréal",Canada,45.5018869,-73.56739189999999,"Mila, Université de Montréal",1.0,POINT (-73.56739189999999 45.5018869)
989,"SIGS, Tsinghua University",China,39.9996674,116.3264439,"SIGS, Tsinghua University",1.0,POINT (116.3264439 39.9996674)
990,"Indian Statistical Institute, Kolkata",India,22.6486824,88.37689139999999,,1.0,POINT (88.37689139999999 22.6486824)
991,Bocconi University,Italy,45.4485736,9.189945,Bocconi University,14.0,POINT (9.189945 45.4485736)
992,Kalinga Institute of Industrial Technology (KIIT) Bhubaneswar India,India,20.3555466,85.8161009,,1.0,POINT (85.8161009 20.3555466)
993,"Fudan University, China",China,31.2974197,121.5036178,"Fudan University, China",1.0,POINT (121.5036178 31.2974197)
